Internal drug ID,Drug type,Phase,Gene,DOE,Mechanism,Supporting sources
155,Antibody,4.0,TNF,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
156,Antibody,4.0,TNF,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
157,Protein,4.0,TNF,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
158,Antibody,4.0,TNF,Negative modulator,Inhibitor,['CHEMBL']
159,Small molecule,4.0,PDE5A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
160,Small molecule,4.0,PDE5A,Negative modulator,Inhibitor,['CHEMBL']
161,Small molecule,4.0,PDE5A,Negative modulator,Inhibitor,['CHEMBL']
162,Small molecule,4.0,PDE5A,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
163,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
164,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
165,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
166,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
167,Small molecule,4.0,DRD2,Other,Modulator,['CHEMBL']
168,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
169,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
170,Small molecule,4.0,DRD2,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
171,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
172,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
173,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
173,Small molecule,4.0,DRD3,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
173,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
173,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['CHEMBL']
174,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
175,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
175,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
176,Small molecule,4.0,DRD2,Positive modulator,Partial agonist,['CHEMBL' 'GTP']
176,Small molecule,4.0,HTR1A,Positive modulator,Partial agonist,['CHEMBL' 'DrugBank']
176,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
177,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
177,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL']
178,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
178,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
179,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
179,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL']
180,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
180,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['CHEMBL']
180,Small molecule,4.0,HTR4,Positive modulator,Agonist,['CHEMBL']
181,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL']
181,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL']
182,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
182,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
183,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
183,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
184,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
185,Protein,4.0,CALCR,Positive modulator,Agonist,['CHEMBL' 'GTP']
186,Protein,4.0,CALCR,Positive modulator,Agonist,['CHEMBL']
187,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
188,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL']
189,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
190,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
191,Protein,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL']
192,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
193,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
194,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL']
195,Small molecule,4.0,AGTR1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
196,Small molecule,4.0,DRD1,Negative modulator,Antagonist,['CHEMBL']
196,Small molecule,4.0,HTR2B,Positive modulator,Partial agonist,['CHEMBL']
197,Small molecule,4.0,HTR1A,Positive modulator,Partial agonist,['CHEMBL']
197,Small molecule,4.0,HTR2B,Negative modulator,Antagonist,['CHEMBL']
197,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['CHEMBL']
199,Small molecule,4.0,TPO,Negative modulator,Inhibitor,['CHEMBL' 'GTP']
200,Small molecule,4.0,DIO1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
200,Small molecule,4.0,TPO,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
201,Antibody drug conjugate,4.0,CD33,Other,Binding agent,['CHEMBL' 'DrugBank' 'GTP']
202,Small molecule,4.0,DDC,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
203,Small molecule,4.0,CSF1R,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,FGFR1,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,FGFR3,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,FLT1,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,FLT4,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,ITK,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,KDR,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,KIT,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,LCK,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,PDGFRA,Negative modulator,Inhibitor,['CHEMBL']
203,Small molecule,4.0,PDGFRB,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,CSF1R,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,FLT1,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,FLT3,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,FLT4,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,KDR,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,KIT,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,PDGFRA,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,PDGFRB,Negative modulator,Inhibitor,['CHEMBL']
204,Small molecule,4.0,RET,Negative modulator,Inhibitor,['CHEMBL']
205,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL']
205,Small molecule,4.0,SLC6A2,Negative modulator,Releasing agent,['CHEMBL']
206,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
207,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['CHEMBL']
208,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL']
208,Small molecule,4.0,SLC6A2,Negative modulator,Releasing agent,['CHEMBL']
209,Antibody,4.0,EGFR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
211,Small molecule,4.0,EGFR,Negative modulator,Inhibitor,['CHEMBL']
212,Small molecule,4.0,EGFR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
213,Small molecule,4.0,DRD3,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
214,Small molecule,4.0,RYR1,Negative modulator,Antagonist,['CHEMBL']
214,Small molecule,4.0,RYR3,Negative modulator,Antagonist,['CHEMBL']
215,Peptide,4.0,LHCGR,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
216,Protein,4.0,LHCGR,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
217,Protein,4.0,LHCGR,Positive modulator,Agonist,['CHEMBL']
218,Protein,4.0,LHCGR,Positive modulator,Agonist,['CHEMBL']
219,Protein,4.0,GNRHR,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
220,Protein,4.0,GNRHR,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
221,Protein,4.0,GNRHR,Positive modulator,Agonist,['CHEMBL']
222,Peptide,4.0,GNRHR,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
223,Protein,4.0,GNRHR,Negative modulator,Antagonist,['CHEMBL']
224,Protein,4.0,GNRHR,Positive modulator,Agonist,['CHEMBL']
225,Protein,4.0,GNRHR,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
226,Protein,4.0,GNRHR,Positive modulator,Agonist,['CHEMBL']
227,Protein,4.0,GNRHR,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
228,Protein,4.0,GNRHR,Negative modulator,Antagonist,['CHEMBL']
229,Protein,4.0,GNRHR,Positive modulator,Agonist,['CHEMBL']
230,Small molecule,4.0,SRD5A2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
231,Small molecule,4.0,ALOX5,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
232,Small molecule,4.0,ALOX5,Negative modulator,Inhibitor,['CHEMBL']
232,Small molecule,4.0,PPARG,Positive modulator,Agonist,['CHEMBL']
232,Small molecule,4.0,PTGS1,Negative modulator,Inhibitor,['CHEMBL']
232,Small molecule,4.0,PTGS2,Negative modulator,Inhibitor,['CHEMBL']
233,Small molecule,4.0,ALOX5,Negative modulator,Inhibitor,['CHEMBL']
233,Small molecule,4.0,PTGS1,Negative modulator,Inhibitor,['CHEMBL']
233,Small molecule,4.0,PTGS2,Negative modulator,Inhibitor,['CHEMBL']
234,Small molecule,4.0,ALOX5,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
234,Small molecule,4.0,PPARG,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
234,Small molecule,4.0,PTGS1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
234,Small molecule,4.0,PTGS2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
235,Small molecule,4.0,ALOX5,Negative modulator,Inhibitor,['CHEMBL']
235,Small molecule,4.0,PPARG,Positive modulator,Agonist,['CHEMBL']
235,Small molecule,4.0,PTGS1,Negative modulator,Inhibitor,['CHEMBL']
235,Small molecule,4.0,PTGS2,Negative modulator,Inhibitor,['CHEMBL']
236,Small molecule,4.0,ALOX5,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
236,Small molecule,4.0,PTGS1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
236,Small molecule,4.0,PTGS2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
237,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
238,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
239,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
240,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
241,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
242,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
243,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
244,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
244,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['CHEMBL']
245,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
246,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['CHEMBL']
247,Small molecule,4.0,ABL1,Negative modulator,Inhibitor,['CHEMBL']
247,Small molecule,4.0,BCR,Negative modulator,Inhibitor,['CHEMBL']
248,Small molecule,4.0,ABL1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
248,Small molecule,4.0,BCR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,BLK,Negative modulator,Inhibitor,['CHEMBL']
248,Small molecule,4.0,EPHA2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,FGR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,FRK,Negative modulator,Inhibitor,['CHEMBL']
248,Small molecule,4.0,FYN,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,HCK,Negative modulator,Inhibitor,['CHEMBL']
248,Small molecule,4.0,KIT,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,LCK,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,LYN,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,PDGFRB,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,SRC,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
248,Small molecule,4.0,SRMS,Negative modulator,Inhibitor,['CHEMBL']
248,Small molecule,4.0,YES1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
249,Small molecule,4.0,ABL1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
249,Small molecule,4.0,HCK,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
249,Small molecule,4.0,LYN,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
249,Small molecule,4.0,SRC,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,ABL1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,BRAF,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
250,Small molecule,4.0,DDR2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,EPHA2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,FGFR1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,FGFR2,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,FLT1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,FLT4,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,FRK,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,KDR,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,KIT,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,MAPK11,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,NTRK1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,PDGFRA,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,PDGFRB,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,RAF1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,RET,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
250,Small molecule,4.0,TEK,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
251,Small molecule,4.0,ABL1,Negative modulator,Inhibitor,['CHEMBL']
251,Small molecule,4.0,BCR,Negative modulator,Inhibitor,['CHEMBL']
251,Small molecule,4.0,KIT,Negative modulator,Inhibitor,['CHEMBL']
251,Small molecule,4.0,PDGFRB,Negative modulator,Inhibitor,['CHEMBL']
252,Peptide,4.0,MPL,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
253,Small molecule,4.0,MPL,Positive modulator,Agonist,['CHEMBL']
254,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
255,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
256,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
257,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
257,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
258,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
258,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
259,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
260,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
260,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
261,Small molecule,4.0,ADRB1,Positive modulator,Partial agonist,['CHEMBL' 'DrugBank' 'GTP']
261,Small molecule,4.0,ADRB2,Positive modulator,Partial agonist,['CHEMBL' 'DrugBank' 'GTP']
262,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
262,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
263,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL']
263,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL']
264,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL']
265,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
265,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
266,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
266,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
267,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
267,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
268,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
268,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
268,Small molecule,4.0,KCNH2,Negative modulator,Blocker,['CHEMBL']
269,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
270,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
271,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
271,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
272,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
273,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
274,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
274,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
275,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
275,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
275,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
275,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
276,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
276,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
277,Small molecule,4.0,GRIN2A,Negative modulator,Antagonist,['CHEMBL']
277,Small molecule,4.0,SIGMAR1,Positive modulator,Agonist,['CHEMBL']
278,Small molecule,4.0,SIGMAR1,Other,Modulator,['CHEMBL']
279,Small molecule,4.0,SIGMAR1,Other,Modulator,['CHEMBL']
280,Small molecule,4.0,SLC12A1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
281,Small molecule,4.0,SLC12A1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
282,Small molecule,4.0,SLC12A1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
283,Small molecule,4.0,SLC12A1,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
284,Small molecule,4.0,SLC12A1,Negative modulator,Inhibitor,['CHEMBL']
285,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
286,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
287,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'GTP']
288,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
289,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
290,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL']
291,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
292,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL']
293,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank' 'GTP']
294,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
295,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL']
296,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
297,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL']
298,Small molecule,4.0,SLC12A3,Negative modulator,Inhibitor,['CHEMBL' 'DrugBank']
299,Small molecule,4.0,CASR,Positive modulator,Positive allosteric modulator,['CHEMBL']
300,Small molecule,4.0,KCNJ11,Positive modulator,Opener,['CHEMBL' 'DrugBank']
300,Small molecule,4.0,KCNJ8,Positive modulator,Opener,['CHEMBL']
301,Unknown,4.0,ADRA1A,Negative modulator,Antagonist,['CHEMBL']
301,Unknown,4.0,ADRA1B,Negative modulator,Antagonist,['CHEMBL']
301,Unknown,4.0,ADRA1D,Negative modulator,Antagonist,['CHEMBL']
301,Unknown,4.0,ADRA2A,Negative modulator,Antagonist,['CHEMBL']
301,Unknown,4.0,ADRA2B,Negative modulator,Antagonist,['CHEMBL']
301,Unknown,4.0,ADRA2C,Negative modulator,Antagonist,['CHEMBL']
301,Unknown,4.0,DRD1,Positive modulator,Agonist,['CHEMBL']
301,Unknown,4.0,DRD2,Positive modulator,Agonist,['CHEMBL']
301,Unknown,4.0,DRD3,Positive modulator,Agonist,['CHEMBL']
301,Unknown,4.0,DRD4,Positive modulator,Agonist,['CHEMBL']
301,Unknown,4.0,DRD5,Positive modulator,Agonist,['CHEMBL']
301,Unknown,4.0,HTR1A,Positive modulator,Agonist,['CHEMBL']
301,Unknown,4.0,HTR1B,Positive modulator,Agonist,['CHEMBL']
302,Small molecule,4.0,HTR1B,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
302,Small molecule,4.0,HTR1D,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
303,Small molecule,4.0,HTR1B,Positive modulator,Agonist,['CHEMBL']
303,Small molecule,4.0,HTR1D,Positive modulator,Agonist,['CHEMBL']
304,Small molecule,4.0,HTR1B,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
304,Small molecule,4.0,HTR1D,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
305,Small molecule,4.0,HTR1B,Positive modulator,Agonist,['CHEMBL']
305,Small molecule,4.0,HTR1D,Positive modulator,Agonist,['CHEMBL']
306,Small molecule,4.0,HTR1B,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
306,Small molecule,4.0,HTR1D,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
307,Small molecule,4.0,HTR1B,Positive modulator,Agonist,['CHEMBL']
307,Small molecule,4.0,HTR1D,Positive modulator,Agonist,['CHEMBL']
308,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['CHEMBL']
309,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
310,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['CHEMBL']
311,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['CHEMBL' 'DrugBank' 'GTP']
312,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['CHEMBL']
313,Small molecule,4.0,HTR3A,Negative modulator,Antagonist,['CHEMBL']
